Clock resolution: 0.000000001
test	loop	time	iterations	periteration
getppid	0	1.033754609	6126971	0.000000168
getppid	1	1.054972722	6252740	0.000000168
getppid	2	1.062002642	6294274	0.000000168
getppid	3	1.061996353	6294202	0.000000168
getppid	4	1.062014955	6292090	0.000000168
getppid	5	1.062557714	6297572	0.000000168
getppid	6	1.053419157	6243340	0.000000168
getppid	7	1.060247716	6283749	0.000000168
getppid	8	1.059988676	6282375	0.000000168
getppid	9	1.060000218	6282483	0.000000168
