Clock resolution: 0.000000001
test	loop	time	iterations	periteration
getppid	0	1.059986696	6717312	0.000000157
getppid	1	1.060000073	6717355	0.000000157
getppid	2	1.050680397	6658315	0.000000157
getppid	3	1.060315918	6719370	0.000000157
getppid	4	1.026254893	6503505	0.000000157
getppid	5	1.061731105	6723753	0.000000157
getppid	6	1.062051468	6730340	0.000000157
getppid	7	1.061944341	6729657	0.000000157
getppid	8	1.062066322	6730359	0.000000157
getppid	9	1.061983909	6729843	0.000000157
