Clock resolution: 0.000000001
test	loop	time	iterations	periteration
getppid	0	1.059946483	2970151	0.000000356
getppid	1	1.059994629	2969044	0.000000357
getppid	2	1.060001087	2970138	0.000000356
getppid	3	1.059993107	2970143	0.000000356
getppid	4	1.060863825	2972470	0.000000356
getppid	5	1.060170150	2970758	0.000000356
getppid	6	1.060008869	2969999	0.000000356
getppid	7	1.058988788	2967276	0.000000356
getppid	8	1.059989275	2970143	0.000000356
getppid	9	1.059992884	2970176	0.000000356
